state,name,uf,inserted_at,updated_at
Goias,Sao Joao da Parauna,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Maranhao,Aldeias Altas,MA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Coronel Pacheco,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Ceara,Aiuaba,CE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sergipe,Rosario do Catete,SE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Douradoquara,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Altonia,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Nova Alvorada,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Arroio Grande,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Itapeva,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Ewbank da Camara,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Una,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Tapiramuta,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Ermo,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Amazonas,Novo Airao,AM,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Sebastiao Laranjeiras,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Campina Verde,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Central de Minas,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Nazaria,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Xavantina,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Ceara,Lavras da Mangabeira,CE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Alagoas,Penedo,AL,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Valente,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Virgem da Lapa,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Amargosa,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Coimbra,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Guarani d'Oeste,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Eliseu Martins,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Queluz,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sergipe,Simao Dias,SE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Dores de Guanhaes,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Sapiranga,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Bertolinia,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Mombuca,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Nipoa,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Maranhao,Paco do Lumiar,MA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Banzae,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Cerro Negro,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Tocantins,Piraque,TO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Fronteira dos Vales,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Rio Verde,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Sao Geraldo do Baixio,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Santa Monica,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Ceara,Novo Oriente,CE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Oscar Bressane,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio de Janeiro,Varre-Sai,RJ,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Barra da Estiva,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Bora,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Esperantina,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Taciba,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Nova Esperanca,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Barracao,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Urucania,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Boa Vista do Burica,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso do Sul,Guia Lopes da Laguna,MS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Lebon Regis,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Maranhao,Benedito Leite,MA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Pesqueira,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Salvador do Sul,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Unai,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Cajuru,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Ceara,Quixelo,CE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Aguas de Santa Barbara,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rondonia,Itapua do Oeste,RO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Boninal,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Arapoti,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Para,Mocajuba,PA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Governador Mangabeira,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Senador Amaral,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Amazonas,Caapiranga,AM,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sergipe,Capela,SE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Maringa,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Inaja,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Sao Martinho,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Vicencia,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Passa-Vinte,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Perola d'Oeste,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Jau,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Cocal de Telha,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Guararema,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Santa Ines,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Tapira,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Santa Margarida,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio de Janeiro,Pinheiral,RJ,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Coronel Martins,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Itaquitinga,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Norte,Caico,RN,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Guaruja do Sul,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Alagoas,Colonia Leopoldina,AL,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Amapa,Macapa,AP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Senador Jose Bento,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sergipe,Neopolis,SE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Vitor Meireles,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Para,Sao Domingos do Araguaia,PA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso do Sul,Paraiso das Aguas,MS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso do Sul,Bataguassu,MS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Ceara,Russas,CE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Carlos Barbosa,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Alagoas,Paripueira,AL,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Icarai de Minas,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Josenopolis,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Riacho Frio,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Jussari,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Taruma,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso,Vera,MT,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Capitolio,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Ilha Grande,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Camargo,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso do Sul,Nova Andradina,MS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Machados,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Bofete,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Santo Antonio de Jesus,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Buriti Alegre,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Adamantina,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Guaranesia,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Amazonas,Jutai,AM,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Santa Tereza de Goias,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Tacaratu,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Curitiba,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Campo Alegre do Fidalgo,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Eugenio de Castro,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Sao Jose dos Ausentes,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Inhumas,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Santo Antonio de Lisboa,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Vera Mendes,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Jerico,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Araucaria,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Cotipora,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Lagoa Santa,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Conceicao das Pedras,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Pindorama,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Padre Marcos,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Ceara,Beberibe,CE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Redentora,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Sao Vicente do Sul,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Riacho dos Machados,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Tocantins,Jau do Tocantins,TO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Terra Roxa,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rondonia,Vilhena,RO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Itaberaba,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Sao Joao do Polesine,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Minacu,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Para,Redencao,PA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Itaete,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Amapa,Oiapoque,AP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Fortaleza de Minas,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Espirito Santo,Divino de Sao Lourenco,ES,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Schroeder,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rondonia,Nova Brasilandia D'Oeste,RO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Caraibas,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Senador Modestino Goncalves,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio de Janeiro,Valenca,RJ,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Iguaraci,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Pedro Laurentino,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Matureia,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Riachao do Poco,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Cabaceiras do Paraguacu,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Itaparica,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Fruta de Leite,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Tijucas,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Piratini,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Pirangucu,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Tocantins,Sao Sebastiao do Tocantins,TO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Pimenteiras,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Maranhao,Santa Helena,MA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Boa Vista do Tupim,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Pavussu,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Formosa do Oeste,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Itaueira,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Camboriu,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Santa Tereza do Oeste,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso do Sul,Tacuru,MS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Tocantins,Porto Alegre do Tocantins,TO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Amapa,Ferreira Gomes,AP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Alagoas,Feira Grande,AL,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Norte,Campo Redondo,RN,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Olivedos,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Palmeira,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Alagoas,Pariconha,AL,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Norte,Acu,RN,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sergipe,Maruim,SE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio de Janeiro,Saquarema,RJ,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Alagoas,Sao Sebastiao,AL,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Sao Vicente Ferrer,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,General Camara,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Sao Carlos,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio de Janeiro,Rio das Flores,RJ,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Para,Augusto Correa,PA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Maranhao,Tutoia,MA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Consolacao,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Espirito Santo,Colatina,ES,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Para,Garrafao do Norte,PA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Coroados,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Tocantins,Santa Maria do Tocantins,TO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Pedro de Toledo,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Poco Fundo,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Itariri,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Ivoti,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Patos de Minas,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Cuite,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Cuparaque,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Sao Tome,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Espirito Santo,Rio Bananal,ES,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Pouso Novo,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Sardoa,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Caturai,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Guaira,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Canto do Buriti,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Ceara,Guaraciaba do Norte,CE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Maranhao,Presidente Medici,MA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Sao Jorge d'Oeste,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Norte,Angicos,RN,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Princesa,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso,Itanhanga,MT,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Ceara,Caririacu,CE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Juramento,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Sao Joao da Canabrava,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Roraima,Rorainopolis,RR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Para,Peixe-Boi,PA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Amazonas,Eirunepe,AM,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Para,Xinguara,PA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Cabreuva,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rondonia,Cacoal,RO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Espirito Santo do Turvo,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Doutor Ricardo,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso do Sul,Inocencia,MS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Capanema,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Ceara,Arneiroz,CE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Nova Laranjeiras,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Itororo,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Carangola,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Pau Brasil,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Maranhao,Milagres do Maranhao,MA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Muzambinho,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Colombia,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Norte,Serra Negra do Norte,RN,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Abdon Batista,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Nazarezinho,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Bom Jardim de Minas,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Patos do Piaui,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Sao Sebastiao do Paraiso,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Itaruma,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Alagoas,Vicosa,AL,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Anicuns,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Sao Pedro do Butia,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Ipora,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Vargem,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Para,Primavera,PA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Sao Manuel,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Sete Lagoas,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Aragarcas,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Ceara,Erere,CE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Ibirataia,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Rio Casca,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Itau de Minas,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Itarare,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Campos Novos Paulista,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Bandeirantes,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Capitao Gervasio Oliveira,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Sussuapara,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
